OBJECTID,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
155,154,2500,1000000,549.1812134,1840.108643,1290.927429,1160.103294,282.2192444,2900258.236,1146.29834,1553.57627
156,155,2500,1000000,0,963.3275757,963.3275757,418.3204454,237.5434378,1045801.113,395.2207336,761.0518799
157,156,2500,1000000,0,561.4267578,561.4267578,153.9091167,138.4380859,384772.7916,126.4911041,367.2056183
158,157,1990,796000,60,1142.803589,1082.803589,573.9889368,251.6906,1142237.984,560.8919067,926.6282104
159,158,350,140000,1615.549438,2192.715332,577.1658936,1981.208439,157.8226595,693422.9537,2041.518982,2144.024219
160,159,2500,1000000,1028.396851,2106.845947,1078.449097,1654.510772,256.3173455,4136276.929,1683.448853,1969.588794
161,160,2500,1000000,134.1640778,1513.803101,1379.639023,859.6410027,287.3240442,2149102.507,885.7764893,1224.418213
162,161,2500,1000000,60,1181.185791,1121.185791,646.3936812,266.3228301,1615984.203,640.7806091,1010.74231
163,162,2500,1000000,20,1069.766357,1049.766357,533.2575344,223.0628654,1333143.836,540,835.4878662
164,163,2500,1000000,0,1181.524414,1181.524414,591.8754934,250.2265386,1479688.733,608.2762451,924.5755859
165,164,2500,1000000,626.0990601,1927.692871,1301.593811,1274.440934,277.8508644,3186102.336,1281.561523,1647.325061
166,165,2500,1000000,840,1996.997803,1156.997803,1417.351511,285.7601289,3543378.778,1420.070435,1800.599854
167,166,2500,1000000,840.9518433,2086.336426,1245.384583,1460.133066,286.3076448,3650332.664,1464.786621,1834.230103
168,167,2500,1000000,1317.118042,2545.034424,1227.916382,2011.285281,272.4933504,5028213.202,2022.770386,2378.722339
169,168,2500,1000000,1229.308716,2500.080078,1270.771362,1908.200142,286.7697009,4770500.354,1916.037598,2284.101538
170,169,2500,1000000,1140,2165.178955,1025.178955,1646.695533,286.2058964,4116738.832,1644.44519,2041.62677
171,170,2500,1000000,1214.907349,2327.230225,1112.322876,1866.799173,258.3133933,4666997.932,1896.575867,2182.888086
172,171,2500,1000000,983.2598877,2057.668701,1074.408813,1529.567019,278.7551055,3823917.549,1530.16333,1907.039551
173,172,2500,1000000,20,1147.693359,1127.693359,607.4547327,272.0944458,1518636.832,623.8582153,962.2057068
174,173,2500,1000000,0,744.0430298,744.0430298,239.4518761,202.3756878,598629.6903,223.6067963,532.5410767
175,174,843,337200,291.2044067,950.7891235,659.5847168,607.4105202,138.5830003,512047.0685,604.6486816,792.4645386
176,175,311,124400,1483.374512,2131.384521,648.0100098,1894.855346,192.443374,589300.0125,1990.075317,2089.593262
177,176,2500,1000000,1000,1992.184692,992.1846924,1495.13727,252.461283,3737843.175,1505.722412,1840.108643
178,177,2500,1000000,0,1204.325562,1204.325562,610.8447695,270.6590988,1527111.924,628.0127563,960.8537598
179,178,2500,1000000,0,761.5773315,761.5773315,318.5130197,176.0082276,796282.5493,316.2277527,563.2406372
180,179,2500,1000000,0,939.1485596,939.1485596,333.5063875,233.9112002,833765.9688,305.2867432,670.9395264
181,180,2500,1000000,560,1793.87854,1233.87854,1153.572211,276.6972945,2883930.528,1153.949707,1531.025757
182,181,2500,1000000,1209.297363,2583.795654,1374.498291,1899.393534,285.4580111,4748483.834,1896.206787,2290.947437
183,182,2500,1000000,1840,2772.00293,932.0029297,2315.615648,231.4621399,5789039.121,2334.523438,2617.250488
184,183,2500,1000000,1641.584595,2460.325195,818.7406006,2117.377803,163.7047253,5293444.506,2133.447998,2316.031006
185,184,2500,1000000,1440.55542,2455.768799,1015.213379,1987.179963,269.4535582,4967949.909,2001.249573,2335.294434
186,185,2500,1000000,1440,2429.979492,989.9794922,1986.954744,270.1918541,4967386.859,2000,2340.085449
187,186,2500,1000000,1719.651123,2689.906982,970.2558594,2283.401966,185.9512253,5708504.915,2300,2512.051025
188,187,2500,1000000,1641.950073,2675.070068,1033.119995,2189.407096,249.6524212,5473517.74,2220.090088,2507.987305
189,188,2500,1000000,644.9805908,1927.692871,1282.71228,1286.44068,288.4368467,3216101.7,1289.495972,1663.862976
190,189,2500,1000000,0,1060.188721,1060.188721,446.8845447,255.7519976,1117211.362,456.9463806,789.1511658
191,190,1378,551200,40,1056.030273,1016.030273,536.646429,247.2499272,739498.7791,580.1723633,854.4003906
192,191,108,43200,772.010376,1111.395508,339.3851318,942.4602627,88.89315171,101785.7084,941.8054504,1064.575037
193,192,391,156400,490.3060303,1473.63501,983.3289795,1039.279338,270.3918562,406358.2211,1126.410278,1347.293579
194,193,2500,1000000,400,1479.594482,1079.594482,952.4713219,284.0805198,2381178.305,952.1544495,1340.149292
195,194,2500,1000000,400,1277.810669,877.8106689,901.8308287,194.4490593,2254577.072,927.1459351,1133.101831
196,195,2500,1000000,322.4902954,1378.985107,1056.494812,953.9522858,238.3815338,2384880.714,987.3195801,1240.64502
197,196,2500,1000000,320,1614.187134,1294.187134,974.1036391,285.7616122,2435259.098,984.8858032,1338.939807
198,197,2500,1000000,966.0227661,2316.031006,1350.00824,1654.460408,286.7695132,4136151.02,1663.790833,2031.147437
199,198,2500,1000000,1821.318237,2855.591064,1034.272827,2465.567826,245.7047556,6163919.564,2496.757935,2772.075073
200,199,2500,1000000,1619.876587,2823.473145,1203.596558,2302.75827,279.5454097,5756895.674,2311.536255,2682.237793
