OBJECTID,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT90
204,203,2916,1005664.06,0,11337,11337,164.4324417,978.4481904,479485,312,0,52,3,65
205,204,2862,987040.6515,0,451,451,13.02480783,34.06580572,37277,157,0,49,2,30
206,205,2916,1005664.06,0,38551,38551,196.5631001,1905.619089,573178,471,0,54,8,251
207,206,2862,987040.6515,0,10798,10798,341.2044025,1559.137218,976527,431,0,53,6,167
208,207,2916,1005664.06,0,3593,3593,61.31687243,320.5755718,178800,249,0,60,4,46
209,208,2916,1005664.06,0,3156,3156,48.3079561,250.3628913,140866,268,0,75,5,64
210,209,2862,987040.6515,0,1531,1531,46.07791754,113.9581488,131875,324,0,78,6,154
211,210,2916,1005664.06,0,25503,25503,469.4557613,3011.061706,1368933,316,0,71,4,67
212,211,2862,987040.6515,0,806,806,21.38784067,71.2750048,61212,219,0,56,2,46
213,212,2862,987040.6515,0,9680,9680,159.4014675,914.9234612,456207,311,0,60,4,70
214,213,2916,1005664.06,0,1352,1352,17.71364883,69.11851886,51653,174,0,71,2,39
215,214,2862,987040.6515,0,28875,28875,248.6369672,2537.185343,711599,215,0,68,4,44
216,215,2916,1005664.06,0,4024,4024,92.35390947,409.3434976,269304,299,0,88,5,80
217,216,2862,987040.6515,0,191877,191877,1517.403215,16234.60793,4342808,349,0,58,4,137
218,217,2916,1005664.06,0,1122114,1122114,20769.16667,150813.7676,60562890,408,0,79,3,175
219,218,2916,1005664.06,0,59864,59864,107.6639232,1638.116941,313948,235,0,85,2,53
220,219,2862,987040.6515,0,63586,63586,1185.2645,7926.085578,3392227,405,0,62,6,152
221,220,2916,1005664.06,0,1589011,1589011,23429.33299,190527.1097,68319935,424,0,56,4,170
222,221,1277,440409.1237,0,129,129,7.151135474,14.46492344,9132,70,0,29,2,20
223,222,2916,1005664.06,0,651,651,19.05075446,52.55756687,55552,200,0,55,2,53
224,223,2916,1005664.06,0,115605,115605,508.7242798,4463.627007,1483440,343,0,61,5,101
225,224,2916,1005664.06,0,3545,3545,70.79766804,344.8233045,206446,294,0,81,7,91
226,225,2862,987040.6515,0,453763,453763,8655.590496,57797.48003,24772300,348,0,73,4,100
227,226,2916,1005664.06,0,1528398,1528398,28306.81481,204735.5412,82542672,421,0,60,4,214
228,227,2916,1005664.06,0,25182,25182,511.9122085,2663.699572,1492736,430,0,73,5,165
229,228,2862,987040.6515,0,58803,58803,999.9828791,7379.206413,2861951,355,0,42,3,148
230,229,2916,1005664.06,0,1312,1312,25.39951989,95.43598167,74065,217,0,76,3,51
231,230,2862,987040.6515,0,18485,18485,458.6823899,2140.117301,1312749,455,0,46,5,253
232,231,2824,973935.29,0,4166,4166,127.0035411,513.3402481,358658,410,0,50,2,174
233,232,2916,1005664.06,0,377,377,17.42695473,40.17124456,50817,178,0,88,3,49
234,233,2916,1005664.06,0,17543,17543,282.4039781,1652.616333,823490,311,0,65,4,72
235,234,2916,1005664.06,0,1230600,1230600,13526.94582,127995.0708,39444574,363,0,75,6,146
236,235,2862,987040.6515,0,753,753,17.1163522,65.25169314,48987,159,0,56,3,29
237,236,2862,987040.6515,0,967,967,31.23724668,96.26317131,89401,258,0,86,4,64
238,237,2916,1005664.06,0,21681,21681,67.00171468,1059.746898,195377,176,0,61,2,41
239,238,2916,1005664.06,0,1211,1211,35.57853224,138.0272719,103747,227,0,56,4,47
240,239,2916,1005664.06,0,625,625,25.41186557,63.68288406,74101,237,0,52,5,54
241,240,2916,1005664.06,0,2150,2150,79.34773663,267.8504905,231378,344,0,89,6,103
242,241,2916,1005664.06,0,6779,6779,40.6882716,277.3252645,118647,235,0,66,4,56
243,242,2862,987040.6515,0,18142,18142,277.4940601,1717.866222,794188,245,0,79,7,62
244,243,2916,1005664.06,0,4563,4563,97.62928669,532.7019367,284687,274,0,72,3,76
245,244,2916,1005664.06,0,1208472,1208472,6241.40192,86434.91233,18199928,208,0,82,4,54
246,245,2916,1005664.06,0,6294,6294,78.63648834,496.8633082,229304,326,0,57,2,134
247,246,2916,1005664.06,0,40088,40088,1621.782236,7300.325784,4729117,563,0,162,11,439
248,247,2916,1005664.06,0,727,727,18.77229081,63.70359819,54740,185,0,43,4,27
249,248,2916,1005664.06,0,2089,2089,67.31344307,201.9911153,196286,394,0,74,8,180
250,249,2916,1005664.06,0,66176,66176,1433.920439,9320.384248,4181312,388,0,70,5,125
251,250,2916,1005664.06,0,824,824,26.5733882,85.29000655,77488,220,0,78,5,54
252,251,2916,1005664.06,0,3883,3883,56.49245542,328.4508515,164732,229,0,78,4,50
253,252,1985,684582.7021,0,3288,3288,60.00755668,322.1097853,119115,204,0,53,3,61
254,253,2916,1005664.06,0,3221,3221,78.9324417,401.8757792,230167,243,0,70,3,52
255,254,2916,1005664.06,0,8736,8736,25.04458162,281.4884576,73030,174,0,62,4,41
256,255,2862,987040.6515,0,8274,8274,322.6429071,1294.095681,923404,392,0,78,4,140
257,256,2862,987040.6515,0,196,196,12.74807827,24.38245927,36485,139,0,62,3,37
258,257,2916,1005664.06,0,41436,41436,696.1001372,4531.254986,2029828,285,0,46,3,62
259,258,2916,1005664.06,0,1056,1056,19.15877915,73.4361594,55867,168,0,53,3,37
260,259,2916,1005664.06,0,25847,25847,379.308299,2716.545845,1106063,387,0,68,6,175
261,260,2916,1005664.06,0,1776,1776,36.50102881,143.8806554,106437,206,0,78,7,46
262,261,2916,1005664.06,0,3039,3039,42.65226337,198.883362,124374,258,0,66,3,57
263,262,2916,1005664.06,0,49640,49640,869.701989,5708.73556,2536051,347,0,61,3,107
264,263,2916,1005664.06,0,9623,9623,166.4451303,1066.265634,485354,259,0,65,3,62
265,264,2916,1005664.06,0,2655,2655,78.5617284,317.5937673,229086,341,0,73,3,104
266,265,2916,1005664.06,0,2723,2723,96.68861454,312.6607687,281944,437,0,54,4,209
267,266,2862,987040.6515,0,27257,27257,542.6830887,2997.141838,1553159,430,0,77,4,232
268,267,2862,987040.6515,0,2635,2635,67.48148148,297.7134094,193132,305,0,45,4,87
269,268,2916,1005664.06,0,11218,11218,315.111797,1696.870162,918866,325,0,49,3,87
270,269,2916,1005664.06,0,643,643,22.04080933,59.6150665,64271,215,0,76,2,60
271,270,2916,1005664.06,0,15449,15449,203.9969136,1457.827833,594855,249,0,78,5,63
272,271,2916,1005664.06,0,15605,15605,303.3847737,2037.210561,884670,247,0,70,3,55
273,272,2862,987040.6515,0,1298734,1298734,16317.2369,135695.3068,46699932,370,0,67,4,133
274,273,2916,1005664.06,0,90433,90433,1241.721193,10340.02375,3620859,223,0,77,3,46
275,274,2916,1005664.06,0,8733,8733,154.3686557,758.361241,450139,378,0,55,3,137
276,275,2916,1005664.06,0,1236,1236,24.07167353,80.0435967,70193,204,0,88,3,61
277,276,2916,1005664.06,0,7206,7206,143.2040466,899.0115006,417583,263,0,52,3,55
